,Ticker Symbol,Years,Period Ending,Total Revenue,Cost of Goods Sold,"Sales, General and Admin.",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Total Revenue_sum,Cost of Goods Sold_sum,"Sales, General and Admin._sum",Other Operating Items_sum,Research and Development_sum
1076,MRO,Year 2,2013-12-31,11,2.0,3.469,,2.5,Energy,Oil & Gas Exploration & Production,37,7.0,12.943999999999999,10.326,0.0
1077,MRO,Year 3,2014-12-31,10,2.0,3.627,,2.861,Energy,Oil & Gas Exploration & Production,37,7.0,12.943999999999999,10.326,0.0
1078,MRO,Year 4,2015-12-31,5,1.0,1.831,,2.957,Energy,Oil & Gas Exploration & Production,37,7.0,12.943999999999999,10.326,0.0
1079,MSFT,Year 1,2013-06-30,77,20.0,20.289,10.411,,Information Technology,Systems Software,341,112.0,80.361,0.0,45.826
1080,MSFT,Year 2,2014-06-30,86,27.0,20.488,11.381,,Information Technology,Systems Software,341,112.0,80.361,0.0,45.826
1081,MSFT,Year 3,2015-06-30,93,33.0,20.324,12.046,,Information Technology,Systems Software,341,112.0,80.361,0.0,45.826
1082,MSFT,Year 4,2016-06-30,85,32.0,19.26,11.988,,Information Technology,Systems Software,341,112.0,80.361,0.0,45.826
1083,MTB,Year 1,2012-12-31,4,0.0,2.448629,,0.264631,Financials,Banks,16,0.0,10.441741,0.850791,0.0
1084,MTB,Year 2,2013-12-31,4,0.0,2.540954,,0.231912,Financials,Banks,16,0.0,10.441741,0.850791,0.0
1085,MTB,Year 3,2014-12-31,4,0.0,2.65565,,0.157824,Financials,Banks,16,0.0,10.441741,0.850791,0.0
1086,MTB,Year 4,2015-12-31,4,0.0,2.796508,,0.196424,Financials,Banks,16,0.0,10.441741,0.850791,0.0
1087,MTD,Year 1,2013-12-31,2,1.0,0.692693,0.116346,0.024539,Health Care,Life Sciences Tools & Services,8,4.0,2.854707,0.120727,0.47868700000000003
1088,MTD,Year 2,2014-12-31,2,1.0,0.728582,0.123297,0.029185,Health Care,Life Sciences Tools & Services,8,4.0,2.854707,0.120727,0.47868700000000003
1089,MTD,Year 3,2015-12-31,2,1.0,0.70081,0.119076,0.030951,Health Care,Life Sciences Tools & Services,8,4.0,2.854707,0.120727,0.47868700000000003
1090,MTD,Year 4,2016-12-31,2,1.0,0.732622,0.119968,0.036052,Health Care,Life Sciences Tools & Services,8,4.0,2.854707,0.120727,0.47868700000000003
1091,MU,Year 1,2013-08-29,9,7.0,0.554,0.931,,Information Technology,Semiconductors,53,36.0,2.8200000000000003,0.0,5.459
1092,MU,Year 2,2014-08-28,16,10.0,0.939,1.371,,Information Technology,Semiconductors,53,36.0,2.8200000000000003,0.0,5.459
1093,MU,Year 3,2015-09-03,16,10.0,0.674,1.54,,Information Technology,Semiconductors,53,36.0,2.8200000000000003,0.0,5.459
1094,MU,Year 4,2016-09-01,12,9.0,0.653,1.617,,Information Technology,Semiconductors,53,36.0,2.8200000000000003,0.0,5.459
1095,MUR,Year 1,2012-12-31,4,1.0,0.285144,,1.291456,Energy,Integrated Oil & Gas,16,3.0,1.595318,6.51936,0.0
1096,MUR,Year 2,2013-12-31,5,1.0,0.466498,,1.60239,Energy,Integrated Oil & Gas,16,3.0,1.595318,6.51936,0.0
1097,MUR,Year 3,2014-12-31,5,1.0,0.471219,,1.957025,Energy,Integrated Oil & Gas,16,3.0,1.595318,6.51936,0.0
1098,MUR,Year 4,2015-12-31,2,0.0,0.372457,,1.668489,Energy,Integrated Oil & Gas,16,3.0,1.595318,6.51936,0.0
1099,MYL,Year 1,2014-12-31,7,4.0,1.5457,0.5818,,Health Care,Pharmaceuticals,16,9.0,3.7264,0.0,1.2537
1100,MYL,Year 2,2015-12-31,9,5.0,2.1807,0.6719,,Health Care,Pharmaceuticals,16,9.0,3.7264,0.0,1.2537
1101,NBL,Year 1,2013-12-31,5,0.0,0.446,,1.568,Energy,Oil & Gas Exploration & Production,16,1.0,1.919,7.912,0.0
1102,NBL,Year 2,2014-12-31,5,0.0,0.495,,1.759,Energy,Oil & Gas Exploration & Production,16,1.0,1.919,7.912,0.0
1103,NBL,Year 3,2015-12-31,3,0.0,0.745,,2.131,Energy,Oil & Gas Exploration & Production,16,1.0,1.919,7.912,0.0
1104,NBL,Year 4,2016-12-31,3,1.0,0.233,,2.454,Energy,Oil & Gas Exploration & Production,16,1.0,1.919,7.912,0.0
1105,NWL,Year 2,2013-12-31,5,3.0,1.3995,,,Consumer Discretionary,Housewares & Specialties,20,12.0,5.9749,0.0,0.0
1106,NWL,Year 1,2012-12-31,5,3.0,1.4035,,,Consumer Discretionary,Housewares & Specialties,20,12.0,5.9749,0.0,0.0
1107,NWL,Year 3,2014-12-31,5,3.0,1.5459,,,Consumer Discretionary,Housewares & Specialties,20,12.0,5.9749,0.0,0.0
1108,NWL,Year 4,2015-12-31,5,3.0,1.626,,,Consumer Discretionary,Housewares & Specialties,20,12.0,5.9749,0.0,0.0
1109,NDAQ,Year 1,2012-12-31,3,1.0,0.832,,0.104,Financials,Diversified Financial Services,12,4.0,4.031,0.501,0.0
1110,NDAQ,Year 2,2013-12-31,3,1.0,1.054,,0.122,Financials,Diversified Financial Services,12,4.0,4.031,0.501,0.0
1111,NDAQ,Year 3,2014-12-31,3,1.0,1.095,,0.137,Financials,Diversified Financial Services,12,4.0,4.031,0.501,0.0
1112,NDAQ,Year 4,2015-12-31,3,1.0,1.05,,0.138,Financials,Diversified Financial Services,12,4.0,4.031,0.501,0.0
1113,NEE,Year 1,2012-12-31,14,8.0,1.186,,1.518,Utilities,MultiUtilities,63,32.0,5.189,9.062999999999999,0.0
1114,NEE,Year 2,2013-12-31,15,8.0,1.28,,2.163,Utilities,MultiUtilities,63,32.0,5.189,9.062999999999999,0.0
1115,NEE,Year 3,2014-12-31,17,8.0,1.324,,2.551,Utilities,MultiUtilities,63,32.0,5.189,9.062999999999999,0.0
1116,NEE,Year 4,2015-12-31,17,8.0,1.399,,2.831,Utilities,MultiUtilities,63,32.0,5.189,9.062999999999999,0.0
1117,NEM,Year 1,2012-12-31,9,4.0,0.757,0.704,1.032,Materials,Gold,31,17.0,2.556,4.862,1.787
1118,NEM,Year 2,2013-12-31,8,5.0,0.584,0.469,1.362,Materials,Gold,31,17.0,2.556,4.862,1.787
1119,NEM,Year 3,2014-12-31,7,4.0,0.545,0.325,1.229,Materials,Gold,31,17.0,2.556,4.862,1.787
1120,NEM,Year 4,2015-12-31,7,4.0,0.67,0.289,1.239,Materials,Gold,31,17.0,2.556,4.862,1.787
1121,NFLX,Year 1,2013-12-31,4,3.0,0.650243,0.378769,,Information Technology,Internet Software & Services,23,16.0,4.327468,0.0,2.3539760000000003
1122,NFLX,Year 2,2014-12-31,5,3.0,0.876927,0.472321,,Information Technology,Internet Software & Services,23,16.0,4.327468,0.0,2.3539760000000003
1123,NFLX,Year 3,2015-12-31,6,4.0,1.231421,0.650788,,Information Technology,Internet Software & Services,23,16.0,4.327468,0.0,2.3539760000000003
1124,NFLX,Year 4,2016-12-31,8,6.0,1.568877,0.852098,,Information Technology,Internet Software & Services,23,16.0,4.327468,0.0,2.3539760000000003
1125,NFX,Year 1,2012-12-31,1,0.0,0.311,,0.704,Energy,Oil & Gas Exploration & Production,5,0.0,6.183999999999999,3.176,0.0
1126,NFX,Year 2,2013-12-31,1,0.0,0.311,,0.685,Energy,Oil & Gas Exploration & Production,5,0.0,6.183999999999999,3.176,0.0
1127,NFX,Year 3,2014-12-31,2,0.0,0.358,,0.87,Energy,Oil & Gas Exploration & Production,5,0.0,6.183999999999999,3.176,0.0
1128,NFX,Year 4,2015-12-31,1,0.0,5.204,,0.917,Energy,Oil & Gas Exploration & Production,5,0.0,6.183999999999999,3.176,0.0
1129,NKE,Year 1,2013-05-31,25,14.0,7.796,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",114,62.0,36.923,0.0,0.0
1130,NKE,Year 2,2014-05-31,27,15.0,8.766,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",114,62.0,36.923,0.0,0.0
1131,NKE,Year 3,2015-05-31,30,16.0,9.892,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",114,62.0,36.923,0.0,0.0
1132,NKE,Year 4,2016-05-31,32,17.0,10.469,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",114,62.0,36.923,0.0,0.0
1133,NLSN,Year 1,2013-12-31,5,2.0,1.815,,0.51,Industrials,Research & Consulting Services,23,8.0,7.498,2.26,0.0
1134,NLSN,Year 2,2014-12-31,6,2.0,1.917,,0.573,Industrials,Research & Consulting Services,23,8.0,7.498,2.26,0.0
1135,NLSN,Year 3,2015-12-31,6,2.0,1.915,,0.574,Industrials,Research & Consulting Services,23,8.0,7.498,2.26,0.0
1136,NLSN,Year 4,2016-12-31,6,2.0,1.851,,0.603,Industrials,Research & Consulting Services,23,8.0,7.498,2.26,0.0
1137,NOV,Year 1,2012-12-31,17,12.0,1.654,,,Energy,Oil & Gas Equipment & Services,71,52.0,7.415,0.0,0.0
1138,NOV,Year 2,2013-12-31,19,14.0,1.905,,,Energy,Oil & Gas Equipment & Services,71,52.0,7.415,0.0,0.0
1139,NOV,Year 3,2014-12-31,21,15.0,2.092,,,Energy,Oil & Gas Equipment & Services,71,52.0,7.415,0.0,0.0
1140,NOV,Year 4,2015-12-31,14,11.0,1.764,,,Energy,Oil & Gas Equipment & Services,71,52.0,7.415,0.0,0.0
1141,NSC,Year 1,2013-12-31,11,4.0,3.002,,0.916,Industrials,Railroads,41,14.0,11.552999999999999,3.947,0.0
1142,NSC,Year 2,2014-12-31,11,4.0,2.897,,0.951,Industrials,Railroads,41,14.0,11.552999999999999,3.947,0.0
1143,NSC,Year 3,2015-12-31,10,3.0,2.911,,1.054,Industrials,Railroads,41,14.0,11.552999999999999,3.947,0.0
1144,NSC,Year 4,2016-12-31,9,3.0,2.743,,1.026,Industrials,Railroads,41,14.0,11.552999999999999,3.947,0.0
1145,NTAP,Year 1,2013-04-26,6,2.0,2.2474,0.9042,,Information Technology,Internet Software & Services,23,8.0,8.7224,0.0,3.6032
1146,NTAP,Year 2,2014-04-25,6,2.0,2.179,0.918,,Information Technology,Internet Software & Services,23,8.0,8.7224,0.0,3.6032
1147,NTAP,Year 3,2015-04-24,6,2.0,2.197,0.92,,Information Technology,Internet Software & Services,23,8.0,8.7224,0.0,3.6032
1148,NTAP,Year 4,2016-04-29,5,2.0,2.099,0.861,,Information Technology,Internet Software & Services,23,8.0,8.7224,0.0,3.6032
1149,NUE,Year 1,2012-12-31,19,17.0,0.4549,,,Materials,Steel,75,67.0,1.9025979999999998,0.0,0.0
1150,NUE,Year 2,2013-12-31,19,17.0,0.467904,,,Materials,Steel,75,67.0,1.9025979999999998,0.0,0.0
1151,NUE,Year 3,2014-12-31,21,19.0,0.520805,,,Materials,Steel,75,67.0,1.9025979999999998,0.0,0.0
1152,NUE,Year 4,2015-12-31,16,14.0,0.458989,,,Materials,Steel,75,67.0,1.9025979999999998,0.0,0.0
1153,NVDA,Year 1,2013-01-27,4,2.0,0.430822,1.147282,,Information Technology,Semiconductors,17,7.0,1.9488219999999998,0.0,5.174282
1154,NVDA,Year 2,2014-01-26,4,1.0,0.436,1.336,,Information Technology,Semiconductors,17,7.0,1.9488219999999998,0.0,5.174282
1155,NVDA,Year 3,2015-01-25,4,2.0,0.48,1.36,,Information Technology,Semiconductors,17,7.0,1.9488219999999998,0.0,5.174282
1156,NVDA,Year 4,2016-01-31,5,2.0,0.602,1.331,,Information Technology,Semiconductors,17,7.0,1.9488219999999998,0.0,5.174282
1157,O,Year 1,2012-12-31,0,0.0,0.038123,,0.147515,Real Estate,Retail REITs,1,0.0,0.195387,1.2381600000000001,0.0
1158,O,Year 2,2013-12-31,0,0.0,0.056881,,0.306769,Real Estate,Retail REITs,1,0.0,0.195387,1.2381600000000001,0.0
1159,O,Year 3,2014-12-31,0,0.0,0.051085,,0.374661,Real Estate,Retail REITs,1,0.0,0.195387,1.2381600000000001,0.0
1160,O,Year 4,2015-12-31,1,0.0,0.049298,,0.409215,Real Estate,Retail REITs,1,0.0,0.195387,1.2381600000000001,0.0
1161,OKE,Year 1,2012-12-31,10,8.0,0.491725,,0.205334,Energy,Oil & Gas Exploration & Production,40,33.0,2.401529,1.0939809999999999,0.0
1162,OKE,Year 2,2013-12-31,11,10.0,0.541586,,0.239343,Energy,Oil & Gas Exploration & Production,40,33.0,2.401529,1.0939809999999999,0.0
1163,OKE,Year 3,2014-12-31,12,10.0,0.674887,,0.294684,Energy,Oil & Gas Exploration & Production,40,33.0,2.401529,1.0939809999999999,0.0
1164,OKE,Year 4,2015-12-31,7,5.0,0.693331,,0.35462,Energy,Oil & Gas Exploration & Production,40,33.0,2.401529,1.0939809999999999,0.0
1165,OMC,Year 1,2014-12-31,15,12.0,0.4772,,0.2944,Consumer Discretionary,Advertising,45,36.0,1.3529,0.8784000000000001,0.0
1166,OMC,Year 2,2015-12-31,15,12.0,0.4318,,0.2911,Consumer Discretionary,Advertising,45,36.0,1.3529,0.8784000000000001,0.0
1167,OMC,Year 3,2016-12-31,15,12.0,0.4439,,0.2929,Consumer Discretionary,Advertising,45,36.0,1.3529,0.8784000000000001,0.0
1168,ORLY,Year 1,2012-12-31,6,3.0,2.120025,,,Consumer Discretionary,Specialty Stores,26,12.0,9.47269,0.0,0.0
1169,ORLY,Year 2,2013-12-31,6,3.0,2.265516,,,Consumer Discretionary,Specialty Stores,26,12.0,9.47269,0.0,0.0
1170,ORLY,Year 3,2014-12-31,7,3.0,2.438527,,,Consumer Discretionary,Specialty Stores,26,12.0,9.47269,0.0,0.0
1171,ORLY,Year 4,2015-12-31,7,3.0,2.648622,,,Consumer Discretionary,Specialty Stores,26,12.0,9.47269,0.0,0.0
1172,OXY,Year 1,2012-12-31,20,6.0,1.879,,3.585,Energy,Oil & Gas Exploration & Production,71,23.0,7.6530000000000005,16.593,0.0
1173,OXY,Year 2,2013-12-31,20,6.0,2.108,,4.203,Energy,Oil & Gas Exploration & Production,71,23.0,7.6530000000000005,16.593,0.0
1174,OXY,Year 3,2014-12-31,19,6.0,2.053,,4.261,Energy,Oil & Gas Exploration & Production,71,23.0,7.6530000000000005,16.593,0.0
1175,OXY,Year 4,2015-12-31,12,5.0,1.613,,4.544,Energy,Oil & Gas Exploration & Production,71,23.0,7.6530000000000005,16.593,0.0
1176,PBCT,Year 1,2012-12-31,1,0.0,0.8038,,0.076,Financials,Thrifts & Mortgage Finance,4,0.0,3.27,0.2686,0.0
1177,PBCT,Year 2,2013-12-31,1,0.0,0.8128,,0.0699,Financials,Thrifts & Mortgage Finance,4,0.0,3.27,0.2686,0.0
1178,PBCT,Year 3,2014-12-31,1,0.0,0.8167,,0.0654,Financials,Thrifts & Mortgage Finance,4,0.0,3.27,0.2686,0.0
1179,PBCT,Year 4,2015-12-31,1,0.0,0.8367,,0.0573,Financials,Thrifts & Mortgage Finance,4,0.0,3.27,0.2686,0.0
1180,PBI,Year 1,2012-12-31,3,1.0,1.489735,0.11425,,Industrials,"Technology, Hardware, Software and Supplies",12,4.0,5.568192,0.0,0.444749
1181,PBI,Year 2,2013-12-31,3,1.0,1.420096,0.110412,,Industrials,"Technology, Hardware, Software and Supplies",12,4.0,5.568192,0.0,0.444749
1182,PBI,Year 3,2014-12-31,3,1.0,1.3784,0.109931,,Industrials,"Technology, Hardware, Software and Supplies",12,4.0,5.568192,0.0,0.444749
1183,PBI,Year 4,2015-12-31,3,1.0,1.279961,0.110156,,Industrials,"Technology, Hardware, Software and Supplies",12,4.0,5.568192,0.0,0.444749
1184,PCAR,Year 1,2012-12-31,16,13.0,0.5716,0.2793,0.5174,Industrials,Construction & Farm Machinery & Heavy Trucks,68,56.0,2.234,2.2613,0.9861
1185,PCAR,Year 2,2013-12-31,16,13.0,0.5595,0.2514,0.5717,Industrials,Construction & Farm Machinery & Heavy Trucks,68,56.0,2.234,2.2613,0.9861
1186,PCAR,Year 3,2014-12-31,18,15.0,0.5614,0.2156,0.5885,Industrials,Construction & Farm Machinery & Heavy Trucks,68,56.0,2.234,2.2613,0.9861
1187,PCAR,Year 4,2015-12-31,18,15.0,0.5415,0.2398,0.5837,Industrials,Construction & Farm Machinery & Heavy Trucks,68,56.0,2.234,2.2613,0.9861
1188,PCG,Year 1,2013-12-31,15,11.0,,,2.077,Utilities,MultiUtilities,65,47.0,0.0,9.876999999999999,0.0
1189,PCG,Year 2,2014-12-31,17,12.0,,,2.433,Utilities,MultiUtilities,65,47.0,0.0,9.876999999999999,0.0
1190,PCG,Year 3,2015-12-31,16,12.0,,,2.612,Utilities,MultiUtilities,65,47.0,0.0,9.876999999999999,0.0
1191,PCG,Year 4,2016-12-31,17,12.0,,,2.755,Utilities,MultiUtilities,65,47.0,0.0,9.876999999999999,0.0
1192,PCLN,Year 1,2012-12-31,5,1.0,2.188747,,0.065141,Consumer Discretionary,Internet & Direct Marketing Retail,28,2.0,14.737648,0.66343,0.0
1193,PCLN,Year 2,2013-12-31,6,1.0,3.185497,,0.117975,Consumer Discretionary,Internet & Direct Marketing Retail,28,2.0,14.737648,0.66343,0.0
1194,PCLN,Year 3,2014-12-31,8,0.0,4.302998,,0.20782,Consumer Discretionary,Internet & Direct Marketing Retail,28,2.0,14.737648,0.66343,0.0
1195,PCLN,Year 4,2015-12-31,9,0.0,5.060406,,0.272494,Consumer Discretionary,Internet & Direct Marketing Retail,28,2.0,14.737648,0.66343,0.0
1196,PDCO,Year 1,2013-04-27,3,2.0,,,,Health Care,Health Care Supplies,14,10.0,0.0,0.0,0.0
1197,PDCO,Year 2,2014-04-26,3,2.0,,,,Health Care,Health Care Supplies,14,10.0,0.0,0.0,0.0
1198,PDCO,Year 3,2015-04-25,3,2.0,,,,Health Care,Health Care Supplies,14,10.0,0.0,0.0,0.0
1199,PDCO,Year 4,2016-04-30,5,4.0,,,,Health Care,Health Care Supplies,14,10.0,0.0,0.0,0.0
1200,PEG,Year 1,2012-12-31,9,6.0,0.098,,1.054,Utilities,Electric Utilities,38,25.0,0.166,4.673,0.0
1201,PEG,Year 2,2013-12-31,9,6.0,0.068,,1.178,Utilities,Electric Utilities,38,25.0,0.166,4.673,0.0
1202,PEG,Year 3,2014-12-31,10,7.0,,,1.227,Utilities,Electric Utilities,38,25.0,0.166,4.673,0.0
1203,PEG,Year 4,2015-12-31,10,6.0,,,1.214,Utilities,Electric Utilities,38,25.0,0.166,4.673,0.0
1204,PEP,Year 1,2013-12-28,66,31.0,25.357,,0.11,Consumer Staples,Soft Drinks,257,118.0,100.402,0.347,0.0
1205,PEP,Year 2,2014-12-27,66,31.0,25.772,,0.092,Consumer Staples,Soft Drinks,257,118.0,100.402,0.347,0.0
1206,PEP,Year 3,2015-12-26,63,28.0,24.538,,0.075,Consumer Staples,Soft Drinks,257,118.0,100.402,0.347,0.0
1207,PEP,Year 4,2016-12-31,62,28.0,24.735,,0.07,Consumer Staples,Soft Drinks,257,118.0,100.402,0.347,0.0
1208,PFE,Year 1,2012-12-31,54,9.0,15.171,7.482,5.109,Health Care,Pharmaceuticals,202,36.0,58.432,17.475,30.243000000000002
1209,PFE,Year 2,2013-12-31,51,9.0,14.355,6.678,4.599,Health Care,Pharmaceuticals,202,36.0,58.432,17.475,30.243000000000002
1210,PFE,Year 3,2014-12-31,49,9.0,14.097,8.393,4.039,Health Care,Pharmaceuticals,202,36.0,58.432,17.475,30.243000000000002
1211,PFE,Year 4,2015-12-31,48,9.0,14.809,7.69,3.728,Health Care,Pharmaceuticals,202,36.0,58.432,17.475,30.243000000000002
1212,PFG,Year 1,2013-12-31,9,4.0,0.189,,3.2929,Financials,Diversified Financial Services,42,21.0,0.6865,14.2722,0.0
1213,PFG,Year 2,2014-12-31,10,5.0,0.1774,,3.5743,Financials,Diversified Financial Services,42,21.0,0.6865,14.2722,0.0
1214,PFG,Year 3,2015-12-31,11,6.0,0.1635,,3.6724,Financials,Diversified Financial Services,42,21.0,0.6865,14.2722,0.0
1215,PFG,Year 4,2016-12-31,12,6.0,0.1566,,3.7326,Financials,Diversified Financial Services,42,21.0,0.6865,14.2722,0.0
1216,PG,Year 1,2013-12-31,2,0.0,0.346393,0.859947,,Consumer Staples,Personal Products,12,0.0,2.881883,0.0,5.804171999999999
1217,PG,Year 2,2014-12-31,2,0.0,0.519267,1.271353,,Consumer Staples,Personal Products,12,0.0,2.881883,0.0,5.804171999999999
1218,PG,Year 3,2015-12-31,4,0.0,0.838526,1.620577,,Consumer Staples,Personal Products,12,0.0,2.881883,0.0,5.804171999999999
1219,PG,Year 4,2016-12-31,4,0.0,1.177697,2.052295,,Consumer Staples,Personal Products,12,0.0,2.881883,0.0,5.804171999999999
1220,PGR,Year 1,2012-12-31,17,15.0,0.0154,,0.0361,Financials,Property & Casualty Insurance,74,66.0,0.0759,0.2033,0.0
1221,PGR,Year 2,2013-12-31,18,16.0,0.0188,,0.0388,Financials,Property & Casualty Insurance,74,66.0,0.0759,0.2033,0.0
1222,PGR,Year 3,2014-12-31,19,17.0,0.0189,,0.0509,Financials,Property & Casualty Insurance,74,66.0,0.0759,0.2033,0.0
1223,PGR,Year 4,2015-12-31,20,18.0,0.0228,,0.0775,Financials,Property & Casualty Insurance,74,66.0,0.0759,0.2033,0.0
1224,PH,Year 1,2013-06-30,13,10.0,1.554973,,,Industrials,Industrial Conglomerates,49,37.0,6.093071,0.0,0.0
1225,PH,Year 2,2014-06-30,13,10.0,1.633992,,,Industrials,Industrial Conglomerates,49,37.0,6.093071,0.0,0.0
1226,PH,Year 3,2015-06-30,12,9.0,1.544746,,,Industrials,Industrial Conglomerates,49,37.0,6.093071,0.0,0.0
1227,PH,Year 4,2016-06-30,11,8.0,1.35936,,,Industrials,Industrial Conglomerates,49,37.0,6.093071,0.0,0.0
1228,PHM,Year 1,2013-12-31,5,4.0,0.5685,,,Consumer Discretionary,Homebuilding,22,17.0,3.181768,0.0,0.0
1229,PHM,Year 2,2014-12-31,5,4.0,0.86139,,,Consumer Discretionary,Homebuilding,22,17.0,3.181768,0.0,0.0
1230,PHM,Year 3,2015-12-31,5,4.0,0.794728,,,Consumer Discretionary,Homebuilding,22,17.0,3.181768,0.0,0.0
1231,PHM,Year 4,2016-12-31,7,5.0,0.95715,,,Consumer Discretionary,Homebuilding,22,17.0,3.181768,0.0,0.0
1232,PKI,Year 1,2012-12-30,2,1.0,0.62737,0.131835,,Health Care,Health Care Equipment,8,4.0,2.467451,0.0,0.511304
1233,PKI,Year 2,2013-12-29,2,1.0,0.581898,0.1324,,Health Care,Health Care Equipment,8,4.0,2.467451,0.0,0.511304
1234,PKI,Year 3,2014-12-28,2,1.0,0.659335,0.121141,,Health Care,Health Care Equipment,8,4.0,2.467451,0.0,0.511304
1235,PKI,Year 4,2016-01-03,2,1.0,0.598848,0.125928,,Health Care,Health Care Equipment,8,4.0,2.467451,0.0,0.511304
1236,PM,Year 1,2013-12-31,80,59.0,6.89,,0.093,Consumer Staples,Tobacco,307,232.0,26.951999999999998,0.34199999999999997,0.0
1237,PM,Year 2,2014-12-31,80,60.0,7.001,,0.093,Consumer Staples,Tobacco,307,232.0,26.951999999999998,0.34199999999999997,0.0
1238,PM,Year 3,2015-12-31,73,56.0,6.656,,0.082,Consumer Staples,Tobacco,307,232.0,26.951999999999998,0.34199999999999997,0.0
1239,PM,Year 4,2016-12-31,74,57.0,6.405,,0.074,Consumer Staples,Tobacco,307,232.0,26.951999999999998,0.34199999999999997,0.0
1240,PNC,Year 1,2012-12-31,16,0.0,10.486,,0.987,Financials,Banks,64,0.0,39.117999999999995,2.158,0.0
1241,PNC,Year 2,2013-12-31,16,0.0,9.681,,0.643,Financials,Banks,64,0.0,39.117999999999995,2.158,0.0
1242,PNC,Year 3,2014-12-31,16,0.0,9.488,,0.273,Financials,Banks,64,0.0,39.117999999999995,2.158,0.0
1243,PNC,Year 4,2015-12-31,16,0.0,9.463,,0.255,Financials,Banks,64,0.0,39.117999999999995,2.158,0.0
1244,PNR,Year 1,2012-12-31,4,3.0,1.1177,0.0923,,Industrials,Industrial Machinery,23,15.0,5.4395,0.0,0.452
1245,PNR,Year 2,2013-12-31,6,4.0,1.4937,0.1228,,Industrials,Industrial Machinery,23,15.0,5.4395,0.0,0.452
1246,PNR,Year 3,2014-12-31,7,4.0,1.4938,0.1173,,Industrials,Industrial Machinery,23,15.0,5.4395,0.0,0.452
1247,PNR,Year 4,2015-12-31,6,4.0,1.3343,0.1196,,Industrials,Industrial Machinery,23,15.0,5.4395,0.0,0.452
1248,PNW,Year 1,2012-12-31,3,1.0,0.166154,,0.404336,Utilities,MultiUtilities,12,6.0,0.690237,1.731824,0.0
1249,PNW,Year 2,2013-12-31,3,2.0,0.172161,,0.415708,Utilities,MultiUtilities,12,6.0,0.690237,1.731824,0.0
1250,PNW,Year 3,2014-12-31,3,2.0,0.175178,,0.417358,Utilities,MultiUtilities,12,6.0,0.690237,1.731824,0.0
1251,PNW,Year 4,2015-12-31,3,1.0,0.176744,,0.494422,Utilities,MultiUtilities,12,6.0,0.690237,1.731824,0.0
1252,PPG,Year 1,2013-12-31,14,8.0,3.486,0.463,0.452,Materials,Diversified Chemicals,56,32.0,15.753,1.835,1.888
1253,PPG,Year 2,2014-12-31,14,8.0,4.013,0.483,0.45,Materials,Diversified Chemicals,56,32.0,15.753,1.835,1.888
1254,PPG,Year 3,2015-12-31,14,8.0,3.624,0.476,0.471,Materials,Diversified Chemicals,56,32.0,15.753,1.835,1.888
1255,PPG,Year 4,2016-12-31,14,8.0,4.63,0.466,0.462,Materials,Diversified Chemicals,56,32.0,15.753,1.835,1.888
1256,PPL,Year 1,2012-12-31,12,4.0,3.143,,1.087,Utilities,Electric Utilities,33,7.0,9.661,3.7359999999999998,0.0
1257,PPL,Year 2,2013-12-31,7,1.0,2.108,,0.843,Utilities,Electric Utilities,33,7.0,9.661,3.7359999999999998,0.0
1258,PPL,Year 3,2014-12-31,7,1.0,2.173,,0.923,Utilities,Electric Utilities,33,7.0,9.661,3.7359999999999998,0.0
1259,PPL,Year 4,2015-12-31,7,1.0,2.237,,0.883,Utilities,Electric Utilities,33,7.0,9.661,3.7359999999999998,0.0
1260,PRU,Year 1,2012-12-31,84,66.0,17.504,,,Financials,Diversified Financial Services,236,157.0,69.065,0.0,0.0
1261,PRU,Year 2,2013-12-31,41,26.0,16.172,,,Financials,Diversified Financial Services,236,157.0,69.065,0.0,0.0
1262,PRU,Year 3,2014-12-31,54,33.0,18.786,,,Financials,Diversified Financial Services,236,157.0,69.065,0.0,0.0
1263,PRU,Year 4,2015-12-31,57,32.0,16.603,,,Financials,Diversified Financial Services,236,157.0,69.065,0.0,0.0
1264,PSX,Year 1,2012-12-31,179,158.0,15.443,,0.931,Energy,Oil & Gas Refining & Marketing & Transportation,609,527.0,63.489999999999995,4.02,0.0
1265,PSX,Year 2,2013-12-31,171,152.0,15.597,,0.971,Energy,Oil & Gas Refining & Marketing & Transportation,609,527.0,63.489999999999995,4.02,0.0
1266,PSX,Year 3,2014-12-31,161,140.0,16.703,,1.019,Energy,Oil & Gas Refining & Marketing & Transportation,609,527.0,63.489999999999995,4.02,0.0
1267,PSX,Year 4,2015-12-31,98,77.0,15.747,,1.099,Energy,Oil & Gas Refining & Marketing & Transportation,609,527.0,63.489999999999995,4.02,0.0
1268,PVH,Year 1,2013-02-03,6,2.0,2.5943,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",30,11.0,13.3991,0.0,0.0
1269,PVH,Year 2,2014-02-02,8,3.0,3.6735,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",30,11.0,13.3991,0.0,0.0
